text,tag,session,language,sentiment_result,sentiment,sentiment_score,emotion_result,emotion,emotion_score,emotion_intensity,topic,session_text,session_summary,alert,consec_alert,session_alert
We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts.,angermanagement-b,7,en,"{'label': 'NEGATIVE', 'score': 0.9771504402160645}",NEGATIVE,0.9771504402160645,"{'label': 'disgust', 'score': 0.3484511077404022}",disgust,0.3484511077404022,Mild,1,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self. i need answers to my angry, possessiveness, and urges Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them. Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem? We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts. My husband and I cant talk to each other without arguing Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven. How can I help my boyfriend's anger issues? I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling. Why did my boyfriend hit himself in the face during an argument?","i have an emotionally abusive relationship with my soon-to-be husband. i have two young babies that have to hear this, and don't want my girls growing up with a mommy like I have been lately",NORMAL,8,CRITICAL
My husband and I cant talk to each other without arguing,angermanagement-b,7,en,"{'label': 'POSITIVE', 'score': 0.9970021843910217}",POSITIVE,0.9970021843910217,"{'label': 'anger', 'score': 0.5149458050727844}",anger,0.5149458050727844,Moderate,1,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self. i need answers to my angry, possessiveness, and urges Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them. Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem? We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts. My husband and I cant talk to each other without arguing Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven. How can I help my boyfriend's anger issues? I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling. Why did my boyfriend hit himself in the face during an argument?","i have an emotionally abusive relationship with my soon-to-be husband. i have two young babies that have to hear this, and don't want my girls growing up with a mommy like I have been lately",NORMAL,8,CRITICAL
"Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven.",angermanagement-b,7,en,"{'label': 'NEGATIVE', 'score': 0.9988042116165161}",NEGATIVE,0.9988042116165161,"{'label': 'anger', 'score': 0.8328585624694824}",anger,0.8328585624694824,Strong,1,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self. i need answers to my angry, possessiveness, and urges Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them. Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem? We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts. My husband and I cant talk to each other without arguing Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven. How can I help my boyfriend's anger issues? I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling. Why did my boyfriend hit himself in the face during an argument?","i have an emotionally abusive relationship with my soon-to-be husband. i have two young babies that have to hear this, and don't want my girls growing up with a mommy like I have been lately",ALERT,8,CRITICAL
How can I help my boyfriend's anger issues?,angermanagement-b,7,en,"{'label': 'NEGATIVE', 'score': 0.9991347193717957}",NEGATIVE,0.9991347193717957,"{'label': 'anger', 'score': 0.9695736765861511}",anger,0.9695736765861511,Extreme,1,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self. i need answers to my angry, possessiveness, and urges Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them. Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem? We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts. My husband and I cant talk to each other without arguing Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven. How can I help my boyfriend's anger issues? I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling. Why did my boyfriend hit himself in the face during an argument?","i have an emotionally abusive relationship with my soon-to-be husband. i have two young babies that have to hear this, and don't want my girls growing up with a mommy like I have been lately",ALERT,8,CRITICAL
"I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling.",angermanagement-b,7,en,"{'label': 'NEGATIVE', 'score': 0.9937333464622498}",NEGATIVE,0.9937333464622498,"{'label': 'anger', 'score': 0.974658727645874}",anger,0.974658727645874,Extreme,1,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self. i need answers to my angry, possessiveness, and urges Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them. Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem? We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts. My husband and I cant talk to each other without arguing Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven. How can I help my boyfriend's anger issues? I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling. Why did my boyfriend hit himself in the face during an argument?","i have an emotionally abusive relationship with my soon-to-be husband. i have two young babies that have to hear this, and don't want my girls growing up with a mommy like I have been lately",ALERT,8,CRITICAL
Why did my boyfriend hit himself in the face during an argument?,angermanagement-b,7,en,"{'label': 'NEGATIVE', 'score': 0.99883633852005}",NEGATIVE,0.99883633852005,"{'label': 'anger', 'score': 0.9260640144348145}",anger,0.9260640144348145,Extreme,1,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self. i need answers to my angry, possessiveness, and urges Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them. Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem? We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts. My husband and I cant talk to each other without arguing Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven. How can I help my boyfriend's anger issues? I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling. Why did my boyfriend hit himself in the face during an argument?","i have an emotionally abusive relationship with my soon-to-be husband. i have two young babies that have to hear this, and don't want my girls growing up with a mommy like I have been lately",ALERT,8,CRITICAL
"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room.",angermanagement-b,8,en,"{'label': 'NEGATIVE', 'score': 0.99812251329422}",NEGATIVE,0.99812251329422,"{'label': 'fear', 'score': 0.9724335074424744}",fear,0.9724335074424744,Extreme,1,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room. How do I get my partner to stop verbally abusing me? Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isnâ€™t abuse, itâ€™s just angry verbal bashing, and that itâ€™s different. It gets worse each time. The names are very vulgar now. He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared. How do I overcome the nightmare from the domestic violence of a past relationship? I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real. How do I get out of an abusive relationship? I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iâ€™m always there when he needs my help. He tells me although I help him doesnâ€™t mean that I am a good person. He always discredits me as a woman and itâ€™s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do. I endured sexual and physical abuse by my brother as child","the names are very vulgar now. he is verbally abusive. when he gets mad, he just yells at me. how do I overcome the nightmare from the domestic violence of a past relationship?",NORMAL,1,OK
How do I get my partner to stop verbally abusing me?,domesticviolence,8,en,"{'label': 'NEGATIVE', 'score': 0.9973905682563782}",NEGATIVE,0.9973905682563782,"{'label': 'anger', 'score': 0.7647926807403564}",anger,0.7647926807403564,Strong,1,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room. How do I get my partner to stop verbally abusing me? Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isnâ€™t abuse, itâ€™s just angry verbal bashing, and that itâ€™s different. It gets worse each time. The names are very vulgar now. He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared. How do I overcome the nightmare from the domestic violence of a past relationship? I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real. How do I get out of an abusive relationship? I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iâ€™m always there when he needs my help. He tells me although I help him doesnâ€™t mean that I am a good person. He always discredits me as a woman and itâ€™s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do. I endured sexual and physical abuse by my brother as child","the names are very vulgar now. he is verbally abusive. when he gets mad, he just yells at me. how do I overcome the nightmare from the domestic violence of a past relationship?",NORMAL,1,OK
"Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isnâ€™t abuse, itâ€™s just angry verbal bashing, and that itâ€™s different. It gets worse each time. The names are very vulgar now.",domesticviolence,8,en,"{'label': 'NEGATIVE', 'score': 0.9994340538978577}",NEGATIVE,0.9994340538978577,"{'label': 'disgust', 'score': 0.8030337691307068}",disgust,0.8030337691307068,Strong,1,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room. How do I get my partner to stop verbally abusing me? Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isnâ€™t abuse, itâ€™s just angry verbal bashing, and that itâ€™s different. It gets worse each time. The names are very vulgar now. He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared. How do I overcome the nightmare from the domestic violence of a past relationship? I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real. How do I get out of an abusive relationship? I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iâ€™m always there when he needs my help. He tells me although I help him doesnâ€™t mean that I am a good person. He always discredits me as a woman and itâ€™s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do. I endured sexual and physical abuse by my brother as child","the names are very vulgar now. he is verbally abusive. when he gets mad, he just yells at me. how do I overcome the nightmare from the domestic violence of a past relationship?",NORMAL,1,OK
"He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared.",domesticviolence,8,en,"{'label': 'NEGATIVE', 'score': 0.9947490096092224}",NEGATIVE,0.9947490096092224,"{'label': 'fear', 'score': 0.9805025458335876}",fear,0.9805025458335876,Extreme,1,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room. How do I get my partner to stop verbally abusing me? Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isnâ€™t abuse, itâ€™s just angry verbal bashing, and that itâ€™s different. It gets worse each time. The names are very vulgar now. He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared. How do I overcome the nightmare from the domestic violence of a past relationship? I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real. How do I get out of an abusive relationship? I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iâ€™m always there when he needs my help. He tells me although I help him doesnâ€™t mean that I am a good person. He always discredits me as a woman and itâ€™s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do. I endured sexual and physical abuse by my brother as child","the names are very vulgar now. he is verbally abusive. when he gets mad, he just yells at me. how do I overcome the nightmare from the domestic violence of a past relationship?",NORMAL,1,OK
How do I overcome the nightmare from the domestic violence of a past relationship?,domesticviolence,8,en,"{'label': 'NEGATIVE', 'score': 0.9961909055709839}",NEGATIVE,0.9961909055709839,"{'label': 'fear', 'score': 0.9680325388908386}",fear,0.9680325388908386,Extreme,1,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room. How do I get my partner to stop verbally abusing me? Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isnâ€™t abuse, itâ€™s just angry verbal bashing, and that itâ€™s different. It gets worse each time. The names are very vulgar now. He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared. How do I overcome the nightmare from the domestic violence of a past relationship? I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real. How do I get out of an abusive relationship? I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iâ€™m always there when he needs my help. He tells me although I help him doesnâ€™t mean that I am a good person. He always discredits me as a woman and itâ€™s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do. I endured sexual and physical abuse by my brother as child","the names are very vulgar now. he is verbally abusive. when he gets mad, he just yells at me. how do I overcome the nightmare from the domestic violence of a past relationship?",NORMAL,1,OK
"I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real.",domesticviolence,8,en,"{'label': 'POSITIVE', 'score': 0.9989219903945923}",POSITIVE,0.9989219903945923,"{'label': 'fear', 'score': 0.9674324989318848}",fear,0.9674324989318848,Extreme,1,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room. How do I get my partner to stop verbally abusing me? Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isnâ€™t abuse, itâ€™s just angry verbal bashing, and that itâ€™s different. It gets worse each time. The names are very vulgar now. He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared. How do I overcome the nightmare from the domestic violence of a past relationship? I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real. How do I get out of an abusive relationship? I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iâ€™m always there when he needs my help. He tells me although I help him doesnâ€™t mean that I am a good person. He always discredits me as a woman and itâ€™s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do. I endured sexual and physical abuse by my brother as child","the names are very vulgar now. he is verbally abusive. when he gets mad, he just yells at me. how do I overcome the nightmare from the domestic violence of a past relationship?",NORMAL,1,OK
How do I get out of an abusive relationship?,domesticviolence,8,en,"{'label': 'NEGATIVE', 'score': 0.9840009212493896}",NEGATIVE,0.9840009212493896,"{'label': 'anger', 'score': 0.5612338781356812}",anger,0.5612338781356812,Moderate,1,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room. How do I get my partner to stop verbally abusing me? Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isnâ€™t abuse, itâ€™s just angry verbal bashing, and that itâ€™s different. It gets worse each time. The names are very vulgar now. He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared. How do I overcome the nightmare from the domestic violence of a past relationship? I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real. How do I get out of an abusive relationship? I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iâ€™m always there when he needs my help. He tells me although I help him doesnâ€™t mean that I am a good person. He always discredits me as a woman and itâ€™s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do. I endured sexual and physical abuse by my brother as child","the names are very vulgar now. he is verbally abusive. when he gets mad, he just yells at me. how do I overcome the nightmare from the domestic violence of a past relationship?",NORMAL,1,OK
"I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iâ€™m always there when he needs my help. He tells me although I help him doesnâ€™t mean that I am a good person. He always discredits me as a woman and itâ€™s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do.",domesticviolence,8,en,"{'label': 'NEGATIVE', 'score': 0.9856969118118286}",NEGATIVE,0.9856969118118286,"{'label': 'sadness', 'score': 0.9770530462265015}",sadness,0.9770530462265015,Extreme,1,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room. How do I get my partner to stop verbally abusing me? Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isnâ€™t abuse, itâ€™s just angry verbal bashing, and that itâ€™s different. It gets worse each time. The names are very vulgar now. He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared. How do I overcome the nightmare from the domestic violence of a past relationship? I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real. How do I get out of an abusive relationship? I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iâ€™m always there when he needs my help. He tells me although I help him doesnâ€™t mean that I am a good person. He always discredits me as a woman and itâ€™s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do. I endured sexual and physical abuse by my brother as child","the names are very vulgar now. he is verbally abusive. when he gets mad, he just yells at me. how do I overcome the nightmare from the domestic violence of a past relationship?",ALERT,1,OK
I endured sexual and physical abuse by my brother as child,domesticviolence,8,en,"{'label': 'NEGATIVE', 'score': 0.9950786828994751}",NEGATIVE,0.9950786828994751,"{'label': 'disgust', 'score': 0.44500917196273804}",disgust,0.44500917196273804,Moderate,1,"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room. How do I get my partner to stop verbally abusing me? Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isnâ€™t abuse, itâ€™s just angry verbal bashing, and that itâ€™s different. It gets worse each time. The names are very vulgar now. He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared. How do I overcome the nightmare from the domestic violence of a past relationship? I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real. How do I get out of an abusive relationship? I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iâ€™m always there when he needs my help. He tells me although I help him doesnâ€™t mean that I am a good person. He always discredits me as a woman and itâ€™s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do. I endured sexual and physical abuse by my brother as child","the names are very vulgar now. he is verbally abusive. when he gets mad, he just yells at me. how do I overcome the nightmare from the domestic violence of a past relationship?",NORMAL,1,OK
